month,categories,title,link,event_date,description
3,CONVENTION,International Seating Symposium,https://downtownpittsburgh.com/events/event/?id=62361,"Mar 20, 2025 - Mar 22, 2025","The  2025 is a premier event geared toward researchers, clinicians, manufacturers, and other professionals involved in improving mobility and seating for people with disabilities."
3,"COMMUNITY,, WORKSHOPS & CLASSES",Backstage/Onstage with Joe Grushecky,https://downtownpittsburgh.com/events/event/?id=62432,"Mar 20, 2025 | 5:00 pm - 7:00 pm","COMMUNITY, WORKSHOPS & CLASSES


Join us for an inspiring conversation with Joe Grushecky, acclaimed Pittsburgh musician and educator, as he shares his journey of keeping his passion for music alive."
3,"COMMUNITY,, WORKSHOPS & CLASSES",Smithfield Critics Book Discussion Group,https://downtownpittsburgh.com/events/event/?id=62350,"Mar 19, 2025 | 12:00 pm - 1:00 pm","COMMUNITY, WORKSHOPS & CLASSES


Join us for a lively discussion on “The Bookshop: A History of the American Bookstore by Evan Friss.”"
3,"ARTS + CULTURE,, ENTERTAINMENT,, MUSIC",Lang Lang with the PSO,https://downtownpittsburgh.com/events/event/?id=62384,"Mar 19, 2025 | 7:30 pm - 10:30 pm","ARTS + CULTURE, ENTERTAINMENT, MUSIC


Superstar Lang Lang, named “the hottest artist on the classical music planet,” by The New York Times, returns to Heinz Hall to perform the Grieg Piano Concerto in this one-night-only evening of piano pyrotechnics. Additional program details to be announced."
3,"ARTS + CULTURE,, ENTERTAINMENT",Spotlight on the ‘Burgh: Whose Trick is it Anyway?,https://downtownpittsburgh.com/events/event/?id=62393,"Mar 19, 2025 - Mar 29, 2025","ARTS + CULTURE, ENTERTAINMENT


Back by popular demand: the best of the ‘Burgh! An improvisational magic show like none other! That’s right, it’s Spotlight on the Burgh’s original feature, Whose Trick is it Anyway? Where everything is made up and the points don't matter. That's right, the points are like volume of Teller’s microphone."
3,"ARTS + CULTURE,, ENTERTAINMENT",Who's Afraid of Virginia Woolf?,https://downtownpittsburgh.com/events/event/?id=62408,"Mar 19, 2025 - Apr 6, 2025","ARTS + CULTURE, ENTERTAINMENT


It’s all fun and games until the one and only Edward Albee picks up his pen. His 1962 masterpiece WHO’S AFRAID OF VIRGINIA WOOLF? is a caustic cocktail of razor-sharp dialogue and electrifying performances that has kept audiences coming back for another round for decades."
3,"ARTS + CULTURE,, ENTERTAINMENT,, FILM & MOVIES",Library Lounge: Movie Matinee,https://downtownpittsburgh.com/events/event/?id=62349,"Mar 18, 2025 | 12:00 pm - 2:30 pm","ARTS + CULTURE, ENTERTAINMENT, FILM & MOVIES


Join us for a movie screening of “The Eyes of Tammy Faye.”"
3,"ARTS + CULTURE,, ENTERTAINMENT,, MUSIC",Jason Kush,https://downtownpittsburgh.com/events/event/?id=62407,"Mar 18, 2025 | 5:00 pm - 7:00 pm","ARTS + CULTURE, ENTERTAINMENT, MUSIC


A genre-crossing performer, Kush is a member of the Pittsburgh Jazz Orchestra and has performed thirteen seasons with the Pittsburgh Symphony Orchestra, including a European tour."
3,"ENTERTAINMENT,, SPORTS + RECREATION",Penguins vs. Islanders,https://downtownpittsburgh.com/events/event/?id=62441,"Mar 18, 2025 | 7:00 pm - 10:00 pm","ENTERTAINMENT, SPORTS + RECREATION


Cheer on the Pittsburgh Penguins as they take on the New York Islanders!"
3,"FREE EVENT,, TOURS",Visit The Old Allegheny County Jail and Museum,https://downtownpittsburgh.com/events/event/?id=62431,"Mar 17, 2025 | 11:30 am - 1:00 pm","FREE EVENT, TOURS


Take a free trip!"
3,"ARTS + CULTURE,, ENTERTAINMENT",Short Form Jelly with Select Start,https://downtownpittsburgh.com/events/event/?id=62312,"Mar 16, 2025 | 7:30 pm - 8:30 pm","ARTS + CULTURE, ENTERTAINMENT


Join comedy troupe Select Start as they host a short form improv jam open to all performers! Join them on stage for a night of improv games. Performers can sign up at the box office when they arrive. Audience members can sit back, laugh, and inspire the comedy with all kinds of fun suggestions."
3,"ARTS + CULTURE,, ENTERTAINMENT",Alton Brown Live: Last Bite,https://downtownpittsburgh.com/events/event/?id=62327,"Mar 16, 2025 | 7:30 pm - 8:30 pm","ARTS + CULTURE, ENTERTAINMENT


, the famed foodist reflects on his decades in food media, presents several of his favorite culinary mega-hacks, sings some of his funny food songs, and in general offers a culinary variety show the likes of which human eyes have never seen."
3,COMMUNITY,National History Day Pittsburgh,https://downtownpittsburgh.com/events/event/?id=62392,"Mar 16, 2025 | 7:30 am - 2:30 pm",Join the History Center for the region’s National History Day competition.
3,"ARTS + CULTURE,, ENTERTAINMENT",Dinner with The Nolens,https://downtownpittsburgh.com/events/event/?id=62310,"Mar 15, 2025 | 8:00 pm - 9:00 pm","ARTS + CULTURE, ENTERTAINMENT


Comedy is what’s on the menu!"
3,"ARTS + CULTURE,, COMMUNITY,, ENTERTAINMENT",Unique: An Improv Show About Disabilities and Mental Health,https://downtownpittsburgh.com/events/event/?id=62311,"Mar 15, 2025 | 9:00 pm - 10:00 pm","ARTS + CULTURE, COMMUNITY, ENTERTAINMENT


Join us for a hilarious night of anecdotes and improv provided by storytellers and performers who have two things in common: each is UNIQUE, and they all have disabilities!"
3,COMMUNITY,Black in Bloom: Spring Community Day,https://downtownpittsburgh.com/events/event/?id=62321,"Mar 15, 2025 | 12:00 pm - 3:00 pm","Bring your friends and family to explore our Spring Vendor Market, enjoy live DJ sets, experience performances from local artists, and discover a wealth of resources and activities for all ages. Step into Spring with us, celebrating the strength and resilience that surrounds us!"
3,"COMMUNITY,, TOURS",Guided Tour with Urban Academy – August Wilson: The Writer’s Landscape,https://downtownpittsburgh.com/events/event/?id=62322,"Mar 15, 2025 | 1:00 pm - 2:00 pm","COMMUNITY, TOURS


Experience the Enduring Legacy of August Wilson with Special Guided Tours Lead by Urban Academy K-5 Students."
3,"ARTS + CULTURE,, ENTERTAINMENT,, FILM & MOVIES",Library Lounge: Throwback Cinema,https://downtownpittsburgh.com/events/event/?id=62348,"Mar 15, 2025 | 12:00 pm - 2:00 pm","ARTS + CULTURE, ENTERTAINMENT, FILM & MOVIES


Join us for a movie screening of “Kramer vs. Kramer.” All movies selected will be at least 20 years old."
3,"FESTIVAL,, HOLIDAYS",Pittsburgh St. Patrick's Day Parade,https://downtownpittsburgh.com/events/event/?id=62354,"Mar 15, 2025 | 10:00 am - 2:00 pm","FESTIVAL, HOLIDAYS


What began more than 150 years ago as a way to honor the patron saint of Ireland has evolved into a city-wide celebration of the pride that comes from being Irish. We welcome you to join us, first for mass at Old St. Patrick’s in the Strip, and then along the parade route. Wear your green (or black and gold), and help us celebrate!"
3,"HOLIDAYS,, SPORTS + RECREATION",Pittsburgh Parade Day Dash,https://downtownpittsburgh.com/events/event/?id=62355,"Mar 15, 2025","HOLIDAYS, SPORTS + RECREATION


Lace up your sneakers, put on your green, and get ready to MOVE! P3R is excited to unveil the inaugural  Presented by GNC, a vibrant and family-friendly celebration happening on March 15, just before the start of Pittsburgh’s iconic America’s Grand St. Patrick’s Day Event!"
3,"COMMUNITY,, HOLIDAYS",Kegs N' Eggs at City Works Pittsburgh,https://downtownpittsburgh.com/events/event/?id=62368,"Mar 15, 2025 | 8:00 am - 11:00 am","COMMUNITY, HOLIDAYS


Join us bright and early on March 15 for the best St. Patrick's Day shenanigans in Pittsburgh. That’s right, Kegs N' Eggs is back and better than ever. It’s the ultimate pre-parade party that'll have you sham-rocking in the wee morning hours."
3,"ARTS + CULTURE,, ENTERTAINMENT,, MUSIC",Lift Every Voice,https://downtownpittsburgh.com/events/event/?id=62383,"Mar 15, 2025 | 7:30 pm - 10:30 pm","ARTS + CULTURE, ENTERTAINMENT, MUSIC


Join Ray Angry, keyboardist of The Roots,  Unity Choir led by Nikki Porter, and the Pittsburgh Symphony Orchestra for this annual concert paying tribute to the spirit, joy, and richness of Black music in America. The concert also features PSO's Paul J. Ross Fellow Joshua Carr on trumpet, and PSO Associate Conductor Moon Doh."
3,COMMUNITY,National History Day Pittsburgh,https://downtownpittsburgh.com/events/event/?id=62391,"Mar 15, 2025 | 7:30 am - 2:30 pm",Join the History Center for the region’s National History Day competition.
3,"ENTERTAINMENT,, SPORTS + RECREATION",Penguins vs. Devils,https://downtownpittsburgh.com/events/event/?id=62440,"Mar 15, 2025 | 3:00 pm - 6:00 pm","ENTERTAINMENT, SPORTS + RECREATION


Cheer on the Pittsburgh Penguins as they take on the New Jersey Devils!"
3,"ARTS + CULTURE,, COMMUNITY",LGBTQ+/Ally Night,https://downtownpittsburgh.com/events/event/?id=62457,"Mar 15, 2025 | 7:00 pm - 10:00 pm","ARTS + CULTURE, COMMUNITY


Raise a glass and support a good cause! Join the Pittsburgh Opera New Guard for  at opening night of Madama Butterfly on March 22nd at the Benedum Center."
3,"COMMUNITY,, ENTERTAINMENT",The Thaw: Weekend 2,https://downtownpittsburgh.com/events/event/?id=62514,"Mar 15, 2025 - Mar 17, 2025","COMMUNITY, ENTERTAINMENT


Opening at 5pm on Saturday, March 15, a celebration of Irish culture and music takes over Market Square, with performances from the best local Irish bands. With Irish whiskey tastings, an authentic ‘Pub On The Square’, and a pop-up cocktail lounge, this weekend promises to be a blarney good time!"
3,COMMUNITY,"Meet Mario, the new director of The Warhol",https://downtownpittsburgh.com/events/event/?id=62293,"Mar 14, 2025 | 5:00 pm - 8:00 pm","Mario Rossero invites you to a fun-filled meet and greet as he begins his new role at the museum. Join us for music by DJ Mary Mack, artmaking, a cash bar featuring Mario Manhattans, and a few surprises along the way. It also happens to be his 50th birthday, so join us for a birthday cupcake as well! The museum will remain open with free admission until 10 p.m."
3,"ARTS + CULTURE,, ENTERTAINMENT",House Team Hot Spot,https://downtownpittsburgh.com/events/event/?id=62308,"Mar 14, 2025 | 7:00 pm - 8:00 pm","ARTS + CULTURE, ENTERTAINMENT


Ignite your Friday nights at 7 pm with Arcade Comedy Theater’s ! Our talented house teams will light up the stage with spontaneous hilarity, quick-witted banter, and scenes that are sure to leave you in stitches."
3,"ARTS + CULTURE,, ENTERTAINMENT,, NIGHTLIFE",The Latchkey Kids,https://downtownpittsburgh.com/events/event/?id=62309,"Mar 14, 2025 | 9:00 pm - 10:00 pm","ARTS + CULTURE, ENTERTAINMENT, NIGHTLIFE


 return for the season premiere of their award-winning improv show. Join the middle children of improv as they spin comedy gold from old public access videos and dollar-bin VHS trash!"
3,"ARTS + CULTURE,, ENTERTAINMENT",Annie,https://downtownpittsburgh.com/events/event/?id=62325,"Mar 14, 2025 - Mar 15, 2025","ARTS + CULTURE, ENTERTAINMENT


Holding onto hope when times are tough can take an awful lot of determination, and sometimes, an awful lot of determination comes in a surprisingly small package. Little Orphan  has reminded generations of theatergoers that sunshine is always right around the corner, and now the best-loved musical of all time is set to return in a new production – just as you remember it and just when we need it most."
3,"ARTS + CULTURE,, ENTERTAINMENT,, WORKSHOPS & CLASSES",Annie - Broadway Talk Back Series,https://downtownpittsburgh.com/events/event/?id=62326,"Mar 14, 2025","ARTS + CULTURE, ENTERTAINMENT, WORKSHOPS & CLASSES


On select days, immediately following the performance, grab a seat up close, and join us for a lively post-show discussion with cast and/or members of the show’s creative team. You don’t want to miss this fantastic opportunity to dive deeper into your Broadway experience."
3,COMMUNITY,Coffee + Connect,https://downtownpittsburgh.com/events/event/?id=62346,"Mar 14, 2025 | 10:00 am - 11:00 am",Join us to enjoy some coffee and snacks and meet a representative from a local community organization to learn more about their services.
3,"COMMUNITY,, WORKSHOPS & CLASSES",Let’s Speak English!,https://downtownpittsburgh.com/events/event/?id=62347,"Mar 14, 2025 | 12:00 pm - 1:00 pm","COMMUNITY, WORKSHOPS & CLASSES


Join us to practice your English-speaking skills! You can freely practice with friendly neighbors in this relaxed social group."
3,"ARTS + CULTURE,, ENTERTAINMENT,, FILM & MOVIES",Universal Language,https://downtownpittsburgh.com/events/event/?id=62401,"Mar 14, 2025 - Mar 20, 2025","ARTS + CULTURE, ENTERTAINMENT, FILM & MOVIES


In a mysterious and surreal interzone somewhere between Tehran and Winnipeg, the lives of multiple characters interweave in surprising and mysterious ways. Space, time and personal identities crossfade and echo into a surreal comedy of misdirection."
3,"ARTS + CULTURE,, ENTERTAINMENT",Sound in Motion,https://downtownpittsburgh.com/events/event/?id=62453,"Mar 14, 2025 - Mar 16, 2025","ARTS + CULTURE, ENTERTAINMENT


Texture Contemporary Ballet’s 14th season culminates in , a captivating exploration of the interplay between movement and music. Prepare for a live-music collaboration that ignites the stage: Artistic Director Alan Obuzor joins forces with Pittsburgh-based musician, D.o.B., fusing edgy R&B music with the raw power and artistry of Texture’s dancers."
3,CONVENTION,Faith Builders Education Programs- 2025 REACH,https://downtownpittsburgh.com/events/event/?id=62360,"Mar 13, 2025 - Mar 14, 2025","REACH facilitates the connection between nonprofit ministries, churches, and individuals seeking information about these ministries."
3,"ENTERTAINMENT,, SPORTS + RECREATION",Penguins vs. Blues,https://downtownpittsburgh.com/events/event/?id=62439,"Mar 13, 2025 | 7:00 pm - 10:00 pm","ENTERTAINMENT, SPORTS + RECREATION


Cheer on the Pittsburgh Penguins as they take on the St. Louis Blues!"
3,"ARTS + CULTURE,, ENTERTAINMENT",Pretty Guardian Sailor Moon: The Super Live,https://downtownpittsburgh.com/events/event/?id=62331,"Mar 12, 2025 | 7:00 pm - 10:00 pm","ARTS + CULTURE, ENTERTAINMENT


Prepare to be enchanted! "","" the groundbreaking 2.5D musical, is bringing the iconic “Sailor Moon” world to life like never before. This stunning stage adaptation—based on the legendary manga and anime—transports audiences into a dazzling world of friendship and justice with its electrifying performances, unforgettable choreography and show-stopping music."
3,"COMMUNITY,, WORKSHOPS & CLASSES",Three Rivers Readers Book Club,https://downtownpittsburgh.com/events/event/?id=62345,"Mar 12, 2025 | 12:00 pm - 1:00 pm","COMMUNITY, WORKSHOPS & CLASSES


Join us for a lively discussion on From the Furnace, With Love by Jason Kirin. Title selections will include genre books including memoirs, plays, poetry, photobooks, and novels. Attendees are welcome to join in-person or virtually using the link provided in your RSVP confirmation email."
3,"ENTERTAINMENT,, SPORTS + RECREATION",Penguins vs. Knights,https://downtownpittsburgh.com/events/event/?id=62438,"Mar 11, 2025 | 7:00 pm - 10:00 pm","ENTERTAINMENT, SPORTS + RECREATION


Cheer on the Pittsburgh Penguins as they take on the Vegas Golden Knights!"
3,"ARTS + CULTURE,, ENTERTAINMENT",Stephanie J. Block,https://downtownpittsburgh.com/events/event/?id=62406,"Mar 10, 2025","ARTS + CULTURE, ENTERTAINMENT


Established as one of theater’s most relevant and versatile voices, Block boasts an impressive career with credits including Into the Woods, Sunset Boulevard, The Cher Show (Tony®, Lead Actress), Falsettos, The Mystery of Edwin Drood, Anything Goes, 9 to 5, The Pirate Queen, The Boy From Oz, and originating the role of Elphaba in the first national tour of Wicked."
3,"ARTS + CULTURE,, ENTERTAINMENT",Pittsburgh Improv Jam with Well Known Strangers,https://downtownpittsburgh.com/events/event/?id=62307,"Mar 9, 2025 | 7:30 pm - 8:30 pm","ARTS + CULTURE, ENTERTAINMENT


Join the Well Known Strangers as they host the Pittsburgh Improv Jam, a now-monthly jam presented at the Arcade Comedy Theater and open to all performers! Each month, performers can sign up to be randomly placed on an improv ensemble team that will exist for just one night only."
3,"FAMILY,, TOURS",Highland Heroes & Hexes Boat Tour,https://downtownpittsburgh.com/events/event/?id=62369,"Mar 9, 2025 | 2:00 pm - 3:30 pm","FAMILY, TOURS


Join us for a day of archery, music and curses, where you, the audience, become part of the tale. Can you help our heroes save the day? Embark with us on an interactive adventure unlike any other, Highlander Heroes & Hexes awaits!"
3,"ARTS + CULTURE,, ENTERTAINMENT,, MUSIC",Lisiecki Performs Mozart,https://downtownpittsburgh.com/events/event/?id=62381,"Mar 9, 2025 | 2:30 pm - 5:30 pm","ARTS + CULTURE, ENTERTAINMENT, MUSIC


Praised for his ""pristine, lyrical and intelligent"" playing (The New York Times), Jan Lisiecki returns to perform Mozart’s elegant and effervescent piano concerto. Prokofiev’s Fifth Symphony is filled with grand, sweeping, lyrical music tinged with brooding introspection."
3,"ARTS + CULTURE,, ENTERTAINMENT",Arcade Hootenanny,https://downtownpittsburgh.com/events/event/?id=62304,"Mar 8, 2025 | 7:00 pm - 8:00 pm","ARTS + CULTURE, ENTERTAINMENT


The  is styled after the classic Chicago-style improv show featuring monologist-inspired scenes. A storyteller tells real-life tales and improvisers present a fast & funny set inspired by elements from the story."
3,"ARTS + CULTURE,, ENTERTAINMENT",CoWorkers,https://downtownpittsburgh.com/events/event/?id=62305,"Mar 8, 2025 | 8:00 pm - 9:00 pm","ARTS + CULTURE, ENTERTAINMENT


Arcade Comedy Theater invites you to invites you to peek behind the curtain at the lives of the people you work with. Combining short-form and long-form improv to create a full-length narrative show of the most exciting kind of entertainment…Middle Management Improv!"
3,"ARTS + CULTURE,, ENTERTAINMENT,, NIGHTLIFE",Comedy Confidential,https://downtownpittsburgh.com/events/event/?id=62306,"Mar 8, 2025 | 9:00 pm - 10:00 pm","ARTS + CULTURE, ENTERTAINMENT, NIGHTLIFE


Arcade Comedy Theater presents , a showcase of Pittsburgh’s brightest comedic talents!"
3,"ARTS + CULTURE,, ENTERTAINMENT,, WORKSHOPS & CLASSES",Kimberly Akimbo - Broadway Talk Back Series,https://downtownpittsburgh.com/events/event/?id=62324,"Mar 8, 2025 | 2:00 pm - 3:00 pm","ARTS + CULTURE, ENTERTAINMENT, WORKSHOPS & CLASSES


On select days, immediately following the performance, grab a seat up close, and join us for a lively post-show discussion with cast and/or members of the show’s creative team. You don’t want to miss this fantastic opportunity to dive deeper into your Broadway experience."
3,"COMMUNITY,, WORKSHOPS & CLASSES",Cookbook Club: Strange Eats,https://downtownpittsburgh.com/events/event/?id=62344,"Mar 8, 2025 | 12:00 pm - 1:00 pm","COMMUNITY, WORKSHOPS & CLASSES


Join us for a new cookbook club with the Library! At select CLP locations, we will talk cookbooks, share stories and cultures and explore all things culinary. This month’s theme will be Strange Eats."
3,CONVENTION,Early Hearing Detection Intervention (EHDI) Meeting 2025,https://downtownpittsburgh.com/events/event/?id=62359,"Mar 8, 2025 - Mar 12, 2025",The EHDI Conference aims at enhancing the implementation of comprehensive EHDI programs at the state level.
3,"ARTS + CULTURE,, COMMUNITY,, ENTERTAINMENT,, MUSIC",PSO Disrupt: Hope and Resistance,https://downtownpittsburgh.com/events/event/?id=62382,"Mar 8, 2025 | 6:30 pm - 10:30 pm","ARTS + CULTURE, COMMUNITY, ENTERTAINMENT, MUSIC


Forget everything you’ve heard. Join the PSO at Heinz Hall for one-of-a-kind experiences that take you deeper into the music. Whether you’re new to classical music or just want to explore the music in a new way, expect moments of fascination, guided from the stage. This performance featres Prokofiev's Symphony No. 5."
3,"COMMUNITY,, WORKSHOPS & CLASSES",Speaker Saturday: “William Trent: Factor of Ambition”,https://downtownpittsburgh.com/events/event/?id=62390,"Mar 8, 2025 | 1:00 pm - 3:00 pm","COMMUNITY, WORKSHOPS & CLASSES


Join Fort Pitt Museum for an afternoon with author Jason A. Cherry."
3,"ARTS + CULTURE,, ENTERTAINMENT,, FILM & MOVIES",International Art House Classics: M (1931) 35mm,https://downtownpittsburgh.com/events/event/?id=62400,"Mar 8, 2025 - Mar 13, 2025","ARTS + CULTURE, ENTERTAINMENT, FILM & MOVIES


One of the greatest films of all time, Fritz Lang's M revolutionized the medium with its inventive soundscape, acute social commentary, and stunning visuals."
3,"COMMUNITY,, ENTERTAINMENT,, FAMILY",The Thaw: Weekend 1,https://downtownpittsburgh.com/events/event/?id=62512,"Mar 8, 2025 - Mar 9, 2025","COMMUNITY, ENTERTAINMENT, FAMILY


Family-friendly by day, music-driven by night, the first weekend of The Thaw celebrates the magic of ice and snow. Market Square will come alive with awe-inspiring ice sculptures, live carvings, and an 18-foot ice luge for kids. Celebrate all the magic of winter – before we show it the door!"
3,"ARTS + CULTURE,, ENTERTAINMENT",House Team Hot Spot,https://downtownpittsburgh.com/events/event/?id=62302,"Mar 7, 2025 | 7:00 pm - 8:00 pm","ARTS + CULTURE, ENTERTAINMENT


Ignite your Friday nights at 7 pm with Arcade Comedy Theater’s ! Our talented house teams will light up the stage with spontaneous hilarity, quick-witted banter, and scenes that are sure to leave you in stitches."
